;url;id;title;price;release;description;location_inside;rooms;furnished;superficy
0;https://www.leboncoin.fr/locations/1026983461.htm?ca=12_s;1026983461;Studio duplex Marais 27m2, 25 rue du temple;960.0;Aujourd'hui, 17:30;Description : A louer, coeur Marais, métro Hôtel de ville, 25 rue du temple, 5ème étage sans ascenseur, duplex rénové très bon état 27m2, charme, très clair, kitchenette équipée de plaques électriques et frigo, salle d’eau, parquet.  Loyer 870€ plus charges 90€. Plan joint. Visite sur place le lundi 03/10 de 12h00 à 13h30.  Libre immédiatement. Tel : 06 16 02 45 25;Paris 75004;2;Non meublé;27 m2
1;https://www.leboncoin.fr/locations/1025675423.htm?ca=12_s;1025675423;Studio meublé - Paris 3ème, Arts et Métiers;1020.0;Aujourd'hui, 17:27;Description : Studio meublé - Paris 3ème,  Arts et MétiersStudio de 25 m² calme et clair entièrement meublé composé d’une entrée, d’une pièce à vivre, un coin bureau, un coin nuit, une cuisine américaine équipée, une salle de bains avec baignoire, et de nombreux rangements. Deux fenêtres en double vitrage. Chauffage électrique. Au 1er étage d’une petite copropriété. En parfait état. Disponible dès maintenant. Visite sur rendez-vous. Photos complémentaires sur demande.Caution bancaire ou garant solide exigée.Voici le détail de l’équipementEntrée : - Meuble range chaussures- Porte manteaux- PenderiePièce à vivre/coin bureau/coin nuit :- Table deux places et deux fauteuils pliables- Buffet- Etagères de rangement- Petit bureau mural rétractable- Canapé/ lit BZ- Télévision écran plat sur support orientable- Chaine HIFI- Draps et linge de litCuisine :- Evier Inox- Deux plaques électriques- Bouilloire électrique- Réfrigérateur avec espace congélation- Micro-ondes avec grill- Lave linge et sèche linge- Vaisselles, verres, couvert, ustensiles cuisineSalle de bain : - Toilettes- Baignoire- Vasque- Etendage linge rétractable- Ventilation électrique- Meubles de rangement Studio meublé - Paris 3ème,  Arts et MétiersStudio de 25 m² calme et clair entièrement meublé composé d’une entrée, d’une pièce à vivre, un coin bureau, un coin nuit, une cuisine américaine équipée, une salle de bains avec baignoire, et de nombreux rangements. Deux fenêtres en double vitrage. Chauffage électrique. Au 1er étage d’une petite copropriété. En parfait état. Disponible dès maintenant. Visite sur rendez-vous. Photos complémentaires sur demande.Caution bancaire ou garant solide exigée.Voici le détail de l’équipementEntrée : - Meuble range chaussures- Porte manteaux- PenderiePièce à vivre/coin bureau/coin nuit :- Table deux places et deux fauteuils pliables- Buffet- Etagères de rangement- Petit bureau mural rétractable- Canapé/ lit BZ- Télévision écran plat sur support orientable- Chaine HIFI- Draps et linge de litCuisine :- Evier Inox- Deux plaques électriques- Bouilloire él... Lire plus;Paris 75003;1;Meublé;25 m2
2;https://www.leboncoin.fr/locations/1029434080.htm?ca=12_s;1029434080;Location F2 meublé;650.0;Aujourd'hui, 17:18;Description : Location F2 meublé à la porte de Montreuil. Proche bnp. Location temporaire pour 3 mois car je pars en stage à l'étranger pour 3 mois. Location courte durée 1 à 3 mois. Idéal étudiant ou personnes de passage sur paris;Paris 75020;2;Meublé;50 m2
3;https://www.leboncoin.fr/locations/1029408792.htm?ca=12_s;1029408792;Beau studio à RDC sur rue calme 20ème;700.0;Aujourd'hui, 16:34;Description : beau studio sécurisé sur rue calme dans immeuble de standing récent situé 57 rue Planchat dans le secteur sympa et vivant du 20ème - Me ALEXANDRE DUMAS sous le Père Lachaise proche Nation avec vidéophone et digicode . Grande fenêtre double vitrage avec volet roulant , salle d'eau avec douche et wc et séparée kichenette équipée ( réfrigérateur table top évier 2 plaques de cuisson électrique le tout à l'état neuf . Internet et fibre optique . Immeuble très calme et bien tenu . libre de suite .;Paris 75020;1;Non meublé;17 m2
4;https://www.leboncoin.fr/locations/1021318217.htm?ca=12_s;1021318217;Grande chambre meublée dans le 17e;640.0;Aujourd'hui, 16:32;Description : Grande chambre à louer dans un bel appartement avec:-Bibliothèque-armoire -bureau -lit doubleAccès cuisine équipée, sale de bain , lave linge et internet Proche super marché, bibliothèque et 5min à pied du métro Pereire/RER CLoyer 55O +90 euros de chargesDisponible le 28 septembre, laisser numero de téléphone;Paris 75017;1;Meublé;16 m2
5;https://www.leboncoin.fr/locations/1029398734.htm?ca=12_s;1029398734;Studio 38 m2 meublé;1500.0;Aujourd'hui, 16:15;Description : Studio refait à neuf, lumineux et calme au 1er étage d'un immeuble haussmannien situé à 150 m du Parc Monceau. Nombreux commerces et lignes de métro (Saint Augustin, Villiers et Gare Saint-Lazare à 5 minutes).Coin cuisine équipée avec lave-vaisselle, lave -linge, plaque à induction, frigidaire.Spacieuse salle de bain avec douche à l'italienne et fenêtre.Dressing équipé.Internet très haut débit, compris dans le loyer.;Paris 75008;1;Meublé;38 m2
6;https://www.leboncoin.fr/locations/1029396568.htm?ca=12_s;1029396568;Chambre en plein coeur de paris;100.0;Aujourd'hui, 16:11;Description : Bonjour, Nous sommes une famille ( papa maman et bébé de 15 mois) souhaitant faire des rencontres du monde entier. Pour cela nous proposons de vous héberger(2 adultes et 1 bébé) dans un bel immeuble haussemanien securisé dans une grande chambre à paris 16 ème au pied du métro ligne 9 qui vous mènera vers tout les plus beaux monuments de parisChambre plus petit déjeuner 100€Idéale pour les matchs au parc des princes.;Paris 75016;1;Meublé;15 m2
7;https://www.leboncoin.fr/locations/1029394486.htm?ca=12_s;1029394486;Loue Chambre meublée Paris 16 Chardon-Lagache;480.0;Aujourd'hui, 16:08;Description : A louer, une chambre meublée, environ 12m2Paris 16e, Auteuil, Chardon-Lagache, libre de suitefraichement rénovée.Avec coin cuisine, kitchenette, bouilloire.Lit 1 place, armoire, douche.WC couloir tout proche et très propre.8e avec ascenseur, fenêtre vue sur Tour Eiffel.Proche tous commerces.Immeuble sécurisé, gardien, digicode.Loyer mensuel 480€ charges comprises, hors électricité.;Paris 75016;1;Meublé;12 m2
8;https://www.leboncoin.fr/locations/1020379255.htm?ca=12_s;1020379255;Beau deux pièces à Louer Paris 13ème, Limite 5ème;1482.0;Aujourd'hui, 16:07;Description : Beau deux pièces à louer dans quartier résidentiel. Situé au 11 Rue de la Glacière, Bus 21 et 83 au pied de l'immeuble. Métro: Glacière, Les Gobelins à 300 mètres. Proche quartier Mouffetard et Luxembourg, tous commerces. Appartement lumineux de 53,10m² au 3ème étage avec ascenseur, dans immeuble pierre de taille sécurisé, comprenant: une entrée avec un dressing aménagé, un salon avec parquet et moulures, une cuisine entièrement aménagée et équipée, une chambre avec cheminée, une salle de bains et un WC. Chauffage collectif inclus dans le loyer. Aude Michel : 01 48 87 97 81;Paris 75013;2;Non meublé;53 m2
9;https://www.leboncoin.fr/locations/949295999.htm?ca=12_s;949295999;Location Saisonnière 2-Pièce avec Balcon Plein Sud;65.0;Aujourd'hui, 16:04;Description : Appartement meublé dans le 18eme arrondissement de Paris, calme et ensoleillé.L'appartement se trouve au 5eme étage (sans ascenseur) d'un immeuble propre et sécurisé (digicode et interphone).L'appartement mesure environ 38m2 et comprend :- une CHAMBRE avec un vrai lit double (matelas ferme de bonne qualité) et une grande armoire avec de la place pour ranger vos affaires- un SALON équipé d'un canapé lit avec vrai couchage pour 2 personnes, une table haute avec 4 tabourets de bar, et une télévision.- une CUISINE équipée (lave linge, frigo, mini four, microonde, plaques de cuisson, grille pain, bouilloire, couverts, assistes,etc) qui a été rénovée février 2015. Le lave linge et frigo ainsi que le mobilier, évier et plan de travail sont donc neufs.- une SALLE DE DOUCHE (sèche cheveux disponible)- WC séparés- un BALCON plein Sud d'environ 10m qui court tout le long de l'appartL'appartement est équipé d'un abonnement FREE :- Internet jusqu'à 100 méga- Téléphone (104 destinations et mobile France gratuits)- Télévision (185 chaînes)- Console de Jeux- Lecteur Blueray/DVD- Navigateur WebL'immeuble se trouve à 5 minute à pied du métro Marcadet Poissoniers et vous pouvez joindre la Gare du Nord ou Montmartre en 3 arrêts d'ici.Egalement à 5/10 minutes à pied : plusieurs supermarché, marchés traditionnels, cafés, restaurants et commerces de tout type.Le quartier est en pleine mutation : autrefois très populaire avec un melting pot de nationalités, il se 'boboise' à vue d'oeil, sans pour autant (en tout cas pour l'instant) perdre son authenticité.Location à la journée (à partir de 65 E) et jusqu'à 3 mois (à partir de 1400 E par mois)*** Pour éviter tout malentendu (car je vis dans l'appartement mitoyen), la location est strictement réservée aux personnes figurant sur le contrat. Il n'est pas possible d'organiser des fêtes ni exercer une activité professionnelle avec un accueil de clients sur place. **** Appartement meublé dans le 18eme arrondissement de Paris, calme et ensoleillé.L'appartement se trouve au 5eme étage (sans ascenseur) d'un immeuble propre et sécurisé (digicode et interphone).L'appartement mesure environ 38m2 et comprend :- une CHAMBRE avec un vrai lit double (matelas ferme de bonne qualité) et une grande armoire avec de la place pour ranger vos affaires- un SALON équipé d'un canapé lit avec vrai couchage pour 2 personnes, une table haute avec 4 tabourets de bar, et une télévision.- une CUISINE équipée (lave linge, frigo, mini four, microonde, plaques de cuisson, grille pain, bouilloire, couverts, assistes,etc) qui a été rénovée février 2015. Le lave linge et frigo ainsi que le mobilier, évier et plan de travail sont donc neufs.- une SALLE DE DOUCHE (sèche cheveux disponible)- WC séparés- un BALCON plein Sud d'environ 10m qui court tout le long de l'appartL'appartement est équipé d'un abonnement FRE... Lire plus;Paris 75018;2;Meublé;38 m2
